Country,CountryCode,Name,Sport,Sport-short,Event,Medal
United States of America,USA,TRUNNELL Roxanne,Equestrian,EQU,Individual Freestyle Test - Grade I,Gold Medal
Great Britain,GBR,PEARSON Lee,Equestrian,EQU,Individual Freestyle Test - Grade II,Gold Medal
Denmark,DEN,JORGENSEN Tobias Thorning,Equestrian,EQU,Individual Freestyle Test - Grade III,Gold Medal
Netherlands,NED,VOETS Sanne,Equestrian,EQU,Individual Freestyle Test - Grade IV,Gold Medal
Belgium,BEL,GEORGE Michele,Equestrian,EQU,Individual Freestyle Test - Grade V,Gold Medal
Great Britain,GBR,BAKER Natasha,Equestrian,EQU,Team Test to Music,Gold Medal
Great Britain,GBR,PEARSON Lee,Equestrian,EQU,Team Test to Music,Gold Medal
Great Britain,GBR,WELLS Sophie,Equestrian,EQU,Team Test to Music,Gold Medal
Brazil,BRA,ALVES Ricardo,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,da COSTA COELHO BUMUSSA Matheus,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,da PAIXAO BARROS Gledson,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,da SILVA Tiago,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,GONCALVES Jeferson,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,GONCALVES Luan,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,MENDES Raimundo,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,RAMOS Damiao,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,REIS Cassio,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,VIEIRA SOARES Jardiel,Football 5-a-side,FB5,Men,Gold Medal
Brazil,BRA,da SILVA Emerson,Goalball,GBL,Men,Gold Medal
Brazil,BRA,de MELO Alex,Goalball,GBL,Men,Gold Medal
Brazil,BRA,FERREIRA de OLIVEIRA Jose Roberto,Goalball,GBL,Men,Gold Medal
Brazil,BRA,MARQUES Romario,Goalball,GBL,Men,Gold Medal
Brazil,BRA,MORENO Leomon,Goalball,GBL,Men,Gold Medal
Brazil,BRA,SOUSA Josemarcio,Goalball,GBL,Men,Gold Medal
Turkey,TUR,ALTUNOLUK Sevda,Goalball,GBL,Women,Gold Medal
Turkey,TUR,ALTUNOLUK Sevtap,Goalball,GBL,Women,Gold Medal
Turkey,TUR,CELIK Kader,Goalball,GBL,Women,Gold Medal
Turkey,TUR,GULER Fatma Gul,Goalball,GBL,Women,Gold Medal
Turkey,TUR,KAPLAN Seydanur,Goalball,GBL,Women,Gold Medal
Turkey,TUR,YILMAZ Reyhan,Goalball,GBL,Women,Gold Medal
Great Britain,GBR,SKELLEY Christopher,Judo,JUD,Men -100 kg,Gold Medal
Azerbaijan,AZE,SHIRINLI Vugar,Judo,JUD,Men -60 kg,Gold Medal
Uzbekistan,UZB,KURANBAEV Uchkun,Judo,JUD,Men -66 kg,Gold Medal
Uzbekistan,UZB,SAYIDOV Feruz,Judo,JUD,Men -73 kg,Gold Medal
Azerbaijan,AZE,RAHIMLI Huseyn,Judo,JUD,Men -81 kg,Gold Medal
Islamic Republic of Iran,IRI,NOURI Vahid,Judo,JUD,Men -90 kg,Gold Medal
Islamic Republic of Iran,IRI,KHEIROLLAHZADEH Mohammadreza,Judo,JUD,Men +100 kg,Gold Medal
Azerbaijan,AZE,HAJIYEVA Shahana,Judo,JUD,Women -48 kg,Gold Medal
Algeria,ALG,ABDELLAOUI Cherine,Judo,JUD,Women -52 kg,Gold Medal
Azerbaijan,AZE,VALIYEVA Sevda,Judo,JUD,Women -57 kg,Gold Medal
Azerbaijan,AZE,HUSEYNOVA Khanim,Judo,JUD,Women -63 kg,Gold Medal
Brazil,BRA,MALDONADO Alana,Judo,JUD,Women -70 kg,Gold Medal
Azerbaijan,AZE,KARIMOVA Dursadaf,Judo,JUD,Women +70 kg,Gold Medal
Mongolia,MGL,ENKHBAYAR Sodnompiljee,Powerlifting,PWL,Men's -107 kg,Gold Medal
Jordan,JOR,QARADA Omar Sami Hamadeh,Powerlifting,PWL,Men's -49 kg,Gold Medal
Kazakhstan,KAZ,DEGTYAREV David,Powerlifting,PWL,Men's -54 kg,Gold Medal
People's Republic of China,CHN,QI Yongkai,Powerlifting,PWL,Men's -59 kg,Gold Medal
People's Republic of China,CHN,LIU Lei,Powerlifting,PWL,Men's -65 kg,Gold Medal
Malaysia,MAS,GUSTIN Bonnie Bunyau,Powerlifting,PWL,Men's -72 kg,Gold Medal
Islamic Republic of Iran,IRI,ROSTAMI Roohallah,Powerlifting,PWL,Men's -80 kg,Gold Medal
Jordan,JOR,KHATTAB Abdelkareem Mohmmad Ahmad,Powerlifting,PWL,Men's -88 kg,Gold Medal
People's Republic of China,CHN,YAN Panpan,Powerlifting,PWL,Men's -97 kg,Gold Medal
Jordan,JOR,ELSHEBLI Jamil,Powerlifting,PWL,Men's +107 kg,Gold Medal
People's Republic of China,CHN,GUO Lingling,Powerlifting,PWL,Women's -41 kg,Gold Medal
Nigeria,NGR,TIJANI Latifat,Powerlifting,PWL,Women's -45 kg,Gold Medal
People's Republic of China,CHN,HU Dandan,Powerlifting,PWL,Women's -50 kg,Gold Medal
Ukraine,UKR,SHEVCHUK Mariana,Powerlifting,PWL,Women's -55 kg,Gold Medal
Mexico,MEX,PEREZ Amalia,Powerlifting,PWL,Women's -61 kg,Gold Medal
People's Republic of China,CHN,TAN Yujiao,Powerlifting,PWL,Women's -67 kg,Gold Medal
Brazil,BRA,D'ANDREA Mariana,Powerlifting,PWL,Women's -73 kg,Gold Medal
Nigeria,NGR,OMOLAYO Bose,Powerlifting,PWL,Women's -79 kg,Gold Medal
Nigeria,NGR,OLUWAFEMIAYO Folashade,Powerlifting,PWL,Women's -86 kg,Gold Medal
People's Republic of China,CHN,DENG Xuemei,Powerlifting,PWL,Women's +86 kg,Gold Medal
Ukraine,UKR,POLIANSKYI Roman,Rowing,ROW,PR1 Men's Single Sculls - PR1M1x,Gold Medal
Norway,NOR,SKARSTEIN Birgit Lovise Roekkum,Rowing,ROW,PR1 Women's Single Sculls - PR1W1x,Gold Medal
Great Britain,GBR,BUTTRICK Ellen,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Gold Medal
Great Britain,GBR,FOX James,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Gold Medal
Great Britain,GBR,KENNEDY Erin,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Gold Medal
Great Britain,GBR,RAKAUSKAITE Giedre,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Gold Medal
Great Britain,GBR,STANHOPE Oliver,Rowing,ROW,PR3 Mixed Coxed Four - PR3Mix4+,Gold Medal
Great Britain,GBR,ROWLES Lauren,Rowing,ROW,PR2 Mixed Double Sculls - PR2Mix2x,Gold Medal
Great Britain,GBR,WHITELEY Laurence,Rowing,ROW,PR2 Mixed Double Sculls - PR2Mix2x,Gold Medal
People's Republic of China,CHN,YANG Chao,Shooting,SHO,P1 - Men's 10m Air Pistol SH1,Gold Medal
People's Republic of China,CHN,DONG Chao,Shooting,SHO,R1 - Men's 10m Air Rifle Standing SH1,Gold Medal
United Arab Emirates,UAE,ALARYANI Abdulla Sultan,Shooting,SHO,R7 - Men's 50m Rifle 3 Positions SH1,Gold Medal
Germany,GER,HILTROP Natascha,Shooting,SHO,R3 - Mixed 10m Air Rifle Prone SH1,Gold Medal
Serbia,SRB,RISTIC Dragan,Shooting,SHO,R5 - Mixed 10m Air Rifle Prone SH2,Gold Medal
Sweden,SWE,JONSSON Philip,Shooting,SHO,R4 - Mixed 10m Air Rifle Standing SH2,Gold Medal
People's Republic of China,CHN,HUANG Xing,Shooting,SHO,P3 - Mixed 25m Pistol SH1,Gold Medal
India,IND,NARWAL Manish,Shooting,SHO,P4 - Mixed 50m Pistol SH1,Gold Medal
Slovakia,SVK,VADOVICOVA Veronika,Shooting,SHO,R6 - Mixed 50m Rifle Prone SH1,Gold Medal
Serbia,SRB,RISTIC Dragan,Shooting,SHO,R9 - Mixed 50m Rifle Prone SH2,Gold Medal
Islamic Republic of Iran,IRI,JAVANMARDI Sareh,Shooting,SHO,P2 - Women's 10m Air Pistol SH1,Gold Medal
India,IND,LEKHARA Avani,Shooting,SHO,R2 - Women's 10m Air Rifle Standing SH1,Gold Medal
People's Republic of China,CHN,ZHANG Cuiping,Shooting,SHO,R8 - Women's 50m Rifle 3 Positions SH1,Gold Medal
Islamic Republic of Iran,IRI,ALI POUR Meisam,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,ALIPOURIAN Davoud,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,BABADI Mahdi,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,BIGDELI Sadegh,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,GOLESTANI Hossein,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,HOSSEINI JED Seyed Mohammad Hossein,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,LASHKARISANAMI Majid,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,MEHRAVAN Mehrzad,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,MEHRZADSELAKJANI Morteza,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,NEMATI Mohammad,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,RAMEZANI GERAKOEI Morteza,Sitting Volleyball,VBS,Men,Gold Medal
Islamic Republic of Iran,IRI,SALEHIHAJIKOLAEI Ramezan,Sitting Volleyball,VBS,Men,Gold Medal
United States of America,USA,DOSTY Whitney,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,ERICKSON Heather,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,FLOOD Annie,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,HOLLOWAY Kathryn,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,MACLAY Kaleo,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,MATTHEWS Monique,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,MILLAGE Nichole,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,SCHIECK Emma,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,SHIFFLETT Alexis,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,WEBSTER Lora,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,WILLIAMS Jillian,Sitting Volleyball,VBS,Women,Gold Medal
United States of America,USA,ZUMMO Bethany,Sitting Volleyball,VBS,Women,Gold Medal
Israel,ISR,SHALABI Iyad,Swimming,SWM,Men's 100m Backstroke - S1,Gold Medal
Chile,CHI,ABARZA Alberto,Swimming,SWM,Men's 100m Backstroke - S2,Gold Medal
People's Republic of China,CHN,JIA Hongguang,Swimming,SWM,Men's 100m Backstroke - S6,Gold Medal
Ukraine,UKR,TRUSOV Andrii,Swimming,SWM,Men's 100m Backstroke - S7,Gold Medal
United States of America,USA,GRISWOLD Robert,Swimming,SWM,Men's 100m Backstroke - S8,Gold Medal
RPC,RPC,MOZGOVOI Bogdan,Swimming,SWM,Men's 100m Backstroke - S9,Gold Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 100m Backstroke - S10,Gold Medal
Ukraine,UKR,SERBIN Mykhailo,Swimming,SWM,Men's 100m Backstroke - S11,Gold Medal
Azerbaijan,AZE,SALEI Raman,Swimming,SWM,Men's 100m Backstroke - S12,Gold Medal
Belarus,BLR,BOKI Ihar,Swimming,SWM,Men's 100m Backstroke - S13,Gold Medal
Australia,AUS,HANCE Benjamin James,Swimming,SWM,Men's 100m Backstroke - S14,Gold Medal
United States of America,USA,GRISWOLD Robert,Swimming,SWM,Men's 100m Butterfly - S8,Gold Medal
Australia,AUS,MARTIN William,Swimming,SWM,Men's 100m Butterfly - S9,Gold Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 100m Butterfly - S10,Gold Medal
Japan,JPN,KIMURA Keiichi,Swimming,SWM,Men's 100m Butterfly - S11,Gold Medal
Azerbaijan,AZE,SALEI Raman,Swimming,SWM,Men's 100m Butterfly - S12,Gold Medal
Belarus,BLR,BOKI Ihar,Swimming,SWM,Men's 100m Butterfly - S13,Gold Medal
Brazil,BRA,BANDEIRA Gabriel,Swimming,SWM,Men's 100m Butterfly - S14,Gold Medal
RPC,RPC,CHERNIAEV Dmitrii,Swimming,SWM,Men's 100m Breaststroke - SB4,Gold Medal
RPC,RPC,GRANICHKA Andrei,Swimming,SWM,Men's 100m Breaststroke - SB5,Gold Medal
Ukraine,UKR,BOHODAIKO Yevhenii,Swimming,SWM,Men's 100m Breaststroke - SB6,Gold Medal
Colombia,COL,SERRANO ZARATE Carlos Daniel,Swimming,SWM,Men's 100m Breaststroke - SB7,Gold Medal
RPC,RPC,KALINA Andrei,Swimming,SWM,Men's 100m Breaststroke - SB8,Gold Medal
Italy,ITA,RAIMONDI Stefano,Swimming,SWM,Men's 100m Breaststroke - SB9,Gold Medal
Netherlands,NED,DORSMAN Rogier,Swimming,SWM,Men's 100m Breaststroke - SB11,Gold Medal
Azerbaijan,AZE,ISRAFILOV Vali,Swimming,SWM,Men's 100m Breaststroke - SB12,Gold Medal
Germany,GER,ENGEL Taliso,Swimming,SWM,Men's 100m Breaststroke - SB13,Gold Medal
Japan,JPN,YAMAGUCHI Naohide,Swimming,SWM,Men's 100m Breaststroke - SB14,Gold Medal
Japan,JPN,SUZUKI Takayuki,Swimming,SWM,Men's 100m Freestyle - S4,Gold Medal
Italy,ITA,BOCCIARDO Francesco,Swimming,SWM,Men's 100m Freestyle - S5,Gold Medal
Italy,ITA,FANTIN Antonio,Swimming,SWM,Men's 100m Freestyle - S6,Gold Medal
Australia,AUS,POPHAM Ben,Swimming,SWM,Men's 100m Freestyle - S8,Gold Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 100m Freestyle - S10,Gold Medal
Azerbaijan,AZE,SALEI Raman,Swimming,SWM,Men's 100m Freestyle - S12,Gold Medal
Mexico,MEX,HERNANDEZ HERNANDEZ Jesus,Swimming,SWM,Men's 150m Individual Medley - SM3,Gold Medal
RPC,RPC,ZHDANOV Roman,Swimming,SWM,Men's 150m Individual Medley - SM4,Gold Medal
Brazil,BRA,dos SANTOS ARAUJO Gabriel Geraldo,Swimming,SWM,Men's 200m Freestyle - S2,Gold Medal
Ukraine,UKR,OSTAPCHENKO Denys,Swimming,SWM,Men's 200m Freestyle - S3,Gold Medal
Israel,ISR,DADAON Ami Omer,Swimming,SWM,Men's 200m Freestyle - S4,Gold Medal
Italy,ITA,BOCCIARDO Francesco,Swimming,SWM,Men's 200m Freestyle - S5,Gold Medal
Great Britain,GBR,DUNN Reece,Swimming,SWM,Men's 200m Freestyle - S14,Gold Medal
Colombia,COL,CRISPIN CORZO Nelson,Swimming,SWM,Men's 200m Individual Medley - SM6,Gold Medal
Israel,ISR,MALYAR Mark,Swimming,SWM,Men's 200m Individual Medley - SM7,Gold Medal
Ukraine,UKR,DUBROV Denys,Swimming,SWM,Men's 200m Individual Medley - SM8,Gold Medal
RPC,RPC,KALINA Andrei,Swimming,SWM,Men's 200m Individual Medley - SM9,Gold Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 200m Individual Medley - SM10,Gold Medal
Netherlands,NED,DORSMAN Rogier,Swimming,SWM,Men's 200m Individual Medley - SM11,Gold Medal
Belarus,BLR,BOKI Ihar,Swimming,SWM,Men's 200m Individual Medley - SM13,Gold Medal
Great Britain,GBR,DUNN Reece,Swimming,SWM,Men's 200m Individual Medley - SM14,Gold Medal
Brazil,BRA,GLOCK Talisson Henrique,Swimming,SWM,Men's 400m Freestyle - S6,Gold Medal
Israel,ISR,MALYAR Mark,Swimming,SWM,Men's 400m Freestyle - S7,Gold Medal
RPC,RPC,NIKOLAEV Andrei,Swimming,SWM,Men's 400m Freestyle - S8,Gold Medal
Australia,AUS,MARTIN William,Swimming,SWM,Men's 400m Freestyle - S9,Gold Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 400m Freestyle - S10,Gold Medal
Netherlands,NED,DORSMAN Rogier,Swimming,SWM,Men's 400m Freestyle - S11,Gold Medal
Belarus,BLR,BOKI Ihar,Swimming,SWM,Men's 400m Freestyle - S13,Gold Medal
Australia,AUS,CROTHERS Rowan,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Gold Medal
Australia,AUS,LEVY Matthew,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Gold Medal
Australia,AUS,MARTIN William,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Gold Medal
Australia,AUS,POPHAM Ben,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Gold Medal
RPC,RPC,GLADKOV Andrei,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,GRIGORYEV Dmitry,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,KALINA Andrei,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,MOZGOVOI Bogdan,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,NIKOLAEV Andrei,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,SKALIUKH Alexander,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,SMIRNOV Daniil,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
RPC,RPC,TARASOV Denis,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Gold Medal
Israel,ISR,SHALABI Iyad,Swimming,SWM,Men's 50m Backstroke - S1,Gold Medal
Brazil,BRA,dos SANTOS ARAUJO Gabriel Geraldo,Swimming,SWM,Men's 50m Backstroke - S2,Gold Medal
People's Republic of China,CHN,ZOU Liankang,Swimming,SWM,Men's 50m Backstroke - S3,Gold Medal
RPC,RPC,ZHDANOV Roman,Swimming,SWM,Men's 50m Backstroke - S4,Gold Medal
People's Republic of China,CHN,ZHENG Tao,Swimming,SWM,Men's 50m Backstroke - S5,Gold Medal
People's Republic of China,CHN,ZHENG Tao,Swimming,SWM,Men's 50m Butterfly - S5,Gold Medal
People's Republic of China,CHN,WANG Jingang,Swimming,SWM,Men's 50m Butterfly - S6,Gold Medal
United States of America,USA,AUSTIN Evan,Swimming,SWM,Men's 50m Butterfly - S7,Gold Medal
Mexico,MEX,CASTORENA Arnulfo,Swimming,SWM,Men's 50m Breaststroke - SB2,Gold Medal
RPC,RPC,ZHDANOV Roman,Swimming,SWM,Men's 50m Breaststroke - SB3,Gold Medal
Mexico,MEX,LOPEZ DIAZ Diego,Swimming,SWM,Men's 50m Freestyle - S3,Gold Medal
Israel,ISR,DADAON Ami Omer,Swimming,SWM,Men's 50m Freestyle - S4,Gold Medal
People's Republic of China,CHN,ZHENG Tao,Swimming,SWM,Men's 50m Freestyle - S5,Gold Medal
Ukraine,UKR,TRUSOV Andrii,Swimming,SWM,Men's 50m Freestyle - S7,Gold Medal
Italy,ITA,BARLAAM Simone,Swimming,SWM,Men's 50m Freestyle - S9,Gold Medal
Australia,AUS,CROTHERS Rowan,Swimming,SWM,Men's 50m Freestyle - S10,Gold Medal
Brazil,BRA,BELARMINO PEREIRA Wendell,Swimming,SWM,Men's 50m Freestyle - S11,Gold Medal
Belarus,BLR,BOKI Ihar,Swimming,SWM,Men's 50m Freestyle - S13,Gold Medal
Singapore,SGP,YIP Pin Xiu,Swimming,SWM,Women's 100m Backstroke - S2,Gold Medal
United States of America,USA,MARKS Elizabeth,Swimming,SWM,Women's 100m Backstroke - S6,Gold Medal
United States of America,USA,WEGGEMANN Mallory,Swimming,SWM,Women's 100m Backstroke - S7,Gold Medal
New Zealand,NZL,NEIUFI Tupou,Swimming,SWM,Women's 100m Backstroke - S8,Gold Medal
United States of America,USA,ASPDEN Hannah,Swimming,SWM,Women's 100m Backstroke - S9,Gold Medal
Hungary,HUN,PAP Bianka,Swimming,SWM,Women's 100m Backstroke - S10,Gold Medal
People's Republic of China,CHN,CAI Liwen,Swimming,SWM,Women's 100m Backstroke - S11,Gold Medal
Great Britain,GBR,RUSSELL Hannah,Swimming,SWM,Women's 100m Backstroke - S12,Gold Medal
United States of America,USA,PERGOLINI Gia,Swimming,SWM,Women's 100m Backstroke - S13,Gold Medal
Great Britain,GBR,FIRTH Bethany,Swimming,SWM,Women's 100m Backstroke - S14,Gold Medal
United States of America,USA,LONG Jessica,Swimming,SWM,Women's 100m Butterfly - S8,Gold Medal
Hungary,HUN,KONKOLY Zsofia,Swimming,SWM,Women's 100m Butterfly - S9,Gold Medal
United States of America,USA,JENKINS Mikaela,Swimming,SWM,Women's 100m Butterfly - S10,Gold Medal
Italy,ITA,GILLI Carlotta,Swimming,SWM,Women's 100m Butterfly - S13,Gold Medal
RPC,RPC,SHABALINA Valeriia,Swimming,SWM,Women's 100m Butterfly - S14,Gold Medal
Hungary,HUN,ILLES Fanni,Swimming,SWM,Women's 100m Breaststroke - SB4,Gold Medal
Ukraine,UKR,MERESHKO Yelyzaveta,Swimming,SWM,Women's 100m Breaststroke - SB5,Gold Medal
Great Britain,GBR,SUMMERS-NEWTON Maisie,Swimming,SWM,Women's 100m Breaststroke - SB6,Gold Medal
RPC,RPC,PAVLOVA Mariia,Swimming,SWM,Women's 100m Breaststroke - SB7,Gold Medal
Ireland,IRL,KEANE Ellen,Swimming,SWM,Women's 100m Breaststroke - SB8,Gold Medal
Netherlands,NED,ZIJDERVELD Chantalle,Swimming,SWM,Women's 100m Breaststroke - SB9,Gold Medal
Cyprus,CYP,PELENDRITOU Karolina,Swimming,SWM,Women's 100m Breaststroke - SB11,Gold Medal
Brazil,BRA,GOMES SANTIAGO Maria Carolina,Swimming,SWM,Women's 100m Breaststroke - SB12,Gold Medal
Germany,GER,KRAWZOW Elena,Swimming,SWM,Women's 100m Breaststroke - SB13,Gold Medal
Spain,ESP,ALONSO MORALES Michelle,Swimming,SWM,Women's 100m Breaststroke - SB14,Gold Medal
Italy,ITA,TRIMI Arjola,Swimming,SWM,Women's 100m Freestyle - S3,Gold Medal
Great Britain,GBR,KEARNEY Tully,Swimming,SWM,Women's 100m Freestyle - S5,Gold Medal
Italy,ITA,TERZI Giulia,Swimming,SWM,Women's 100m Freestyle - S7,Gold Medal
New Zealand,NZL,PASCOE Sophie,Swimming,SWM,Women's 100m Freestyle - S9,Gold Medal
Canada,CAN,RIVARD Aurelie,Swimming,SWM,Women's 100m Freestyle - S10,Gold Medal
People's Republic of China,CHN,LI Guizhi,Swimming,SWM,Women's 100m Freestyle - S11,Gold Medal
Brazil,BRA,GOMES SANTIAGO Maria Carolina,Swimming,SWM,Women's 100n Freestyle - S12,Gold Medal
People's Republic of China,CHN,LIU Yu,Swimming,SWM,Women's 150m Individual Medley - SM4,Gold Medal
People's Republic of China,CHN,ZHANG Li,Swimming,SWM,Women's 200m Freestyle - S5,Gold Medal
RPC,RPC,SHABALINA Valeriia,Swimming,SWM,Women's 200m Freestyle - S14,Gold Medal
People's Republic of China,CHN,LU Dong,Swimming,SWM,Women's 200m Individual Medley - SM5,Gold Medal
Great Britain,GBR,SUMMERS-NEWTON Maisie,Swimming,SWM,Women's 200m Individual Medley - SM6,Gold Medal
United States of America,USA,WEGGEMANN Mallory,Swimming,SWM,Women's 200m Individual Medley - SM7,Gold Medal
United States of America,USA,LONG Jessica,Swimming,SWM,Women's 200m Individual Medley - SM8,Gold Medal
New Zealand,NZL,PASCOE Sophie,Swimming,SWM,Women's 200m Individual Medley - SM9,Gold Medal
Netherlands,NED,ZIJDERVELD Chantalle,Swimming,SWM,Women's 200m Individual Medley - SM10,Gold Medal
People's Republic of China,CHN,MA Jia,Swimming,SWM,Women's 200m Individual Medley - SM11,Gold Medal
Italy,ITA,GILLI Carlotta,Swimming,SWM,Women's 200m Individual Medley - SM13,Gold Medal
RPC,RPC,SHABALINA Valeriia,Swimming,SWM,Women's 200m Individual Medley - SM14,Gold Medal
People's Republic of China,CHN,JIANG Yuyan,Swimming,SWM,Women's 400m Freestyle - S6,Gold Medal
United States of America,USA,COAN McKenzie,Swimming,SWM,Women's 400m Freestyle - S7,Gold Medal
United States of America,USA,STICKNEY Morgan,Swimming,SWM,Women's 400m Freestyle - S8,Gold Medal
Australia,AUS,PATTERSON Lakeisha,Swimming,SWM,Women's 400m Freestyle - S9,Gold Medal
Canada,CAN,RIVARD Aurelie,Swimming,SWM,Women's 400m Freestyle - S10,Gold Medal
United States of America,USA,PAGONIS Anastasia,Swimming,SWM,Women's 400m Freestyle - S11,Gold Medal
Ukraine,UKR,STETSENKO Anna,Swimming,SWM,Women's 400m Freestyle - S13,Gold Medal
Italy,ITA,BIANCO Vittoria,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Gold Medal
Italy,ITA,PALAZZO Xenia Francesca,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Gold Medal
Italy,ITA,SCORTECHINI Alessia,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Gold Medal
Italy,ITA,TERZI Giulia,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Gold Medal
United States of America,USA,ASPDEN Hannah,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Gold Medal
United States of America,USA,JENKINS Mikaela,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Gold Medal
United States of America,USA,LONG Jessica,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Gold Medal
United States of America,USA,STICKNEY Morgan,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Gold Medal
Singapore,SGP,YIP Pin Xiu,Swimming,SWM,Women's 50m Backstroke - S2,Gold Medal
Italy,ITA,TRIMI Arjola,Swimming,SWM,Women's 50m Backstroke - S3,Gold Medal
People's Republic of China,CHN,LIU Yu,Swimming,SWM,Women's 50m Backstroke - S4,Gold Medal
People's Republic of China,CHN,LU Dong,Swimming,SWM,Women's 50m Backstroke - S5,Gold Medal
People's Republic of China,CHN,LU Dong,Swimming,SWM,Women's 50m Butterfly - S5,Gold Medal
People's Republic of China,CHN,JIANG Yuyan,Swimming,SWM,Women's 50m Butterfly - S6,Gold Medal
Canada,CAN,DORRIS Danielle,Swimming,SWM,Women's 50m Butterfly - S7,Gold Medal
Spain,ESP,FERNANDEZ INFANTE Marta,Swimming,SWM,Women's 50m Breaststroke - SB3,Gold Medal
Australia,AUS,WATSON Rachael,Swimming,SWM,Women's 50m Freestyle - S4,Gold Medal
Ukraine,UKR,MERESHKO Yelyzaveta,Swimming,SWM,Women's 50m Freestyle - S6,Gold Medal
RPC,RPC,ISHCHIULOVA Viktoriia,Swimming,SWM,Women's 50m Freestyle - S8,Gold Medal
RPC,RPC,GONTAR Anastasiia,Swimming,SWM,Women's 50m Freestyle - S10,Gold Medal
People's Republic of China,CHN,MA Jia,Swimming,SWM,Women's 50m Freestyle - S11,Gold Medal
Brazil,BRA,GOMES SANTIAGO Maria Carolina,Swimming,SWM,Women's 50m Freestyle - S13,Gold Medal
RPC,RPC,GARIPOV Ilnur,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Gold Medal
RPC,RPC,KRIVSHINA Anna,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Gold Medal
